1	1	茂盛
2	2	茂盛
3	3	茂盛
4	4	猛火
5	5	猛火
6	6	猛火
7	7	激流
8	8	激流
9	9	激流
10	10	鱗粉
11	11	蛻皮
12	12	複眼
13	13	鱗粉
14	14	蛻皮
15	15	蟲之預感
16	16	銳利目光
17	16	蹣跚
18	17	銳利目光
19	18	銳利目光
20	18	蹣跚
21	19	逃跑
22	19	毅力
23	20	逃跑
24	20	毅力
25	21	銳利目光
26	22	銳利目光
27	23	威嚇
28	23	蛻皮
29	24	威嚇
30	24	蛻皮
31	25	靜電
32	26	靜電
33	27	沙隱
34	28	沙隱
35	29	毒刺
36	29	鬥爭心
37	30	毒刺
38	30	鬥爭心
39	31	毒刺
40	31	鬥爭心
41	32	毒刺
42	32	鬥爭心
43	33	毒刺
44	33	鬥爭心
45	34	毒刺
46	34	鬥爭心
47	35	迷人之軀
48	35	魔法防守
49	36	迷人之軀
50	36	魔法防守
51	37	引火
52	38	引火
53	39	迷人之軀
54	39	好勝
55	40	迷人之軀
56	40	好勝
57	41	精神力
58	42	精神力
59	43	葉綠素
60	44	葉綠素
61	45	葉綠素
62	46	孢子
63	46	乾燥皮膚
64	47	孢子
65	47	乾燥皮膚
66	48	複眼
67	48	有色眼鏡
68	49	鱗粉
69	49	有色眼鏡
70	50	沙隱
71	50	沙穴
72	51	沙隱
73	51	沙穴
74	52	撿拾
75	52	技術高手
76	53	柔軟
77	53	技術高手
78	54	濕氣
79	54	無關天氣
80	55	濕氣
81	55	無關天氣
82	56	幹勁
83	56	憤怒穴位
84	57	幹勁
85	57	憤怒穴位
86	58	威嚇
87	58	引火
88	59	威嚇
89	59	引火
90	60	儲水
91	60	濕氣
92	61	儲水
93	61	濕氣
94	62	儲水
95	62	濕氣
96	63	同步
97	63	精神力
98	64	同步
99	64	精神力
100	65	同步
101	65	精神力
102	66	毅力
103	66	無防守
104	67	毅力
105	67	無防守
106	68	毅力
107	68	無防守
108	69	葉綠素
109	70	葉綠素
110	71	葉綠素
111	72	恆淨之軀
112	72	污泥漿
113	73	恆淨之軀
114	73	污泥漿
115	74	堅硬腦袋
116	74	結實
117	75	堅硬腦袋
118	75	結實
119	76	堅硬腦袋
120	76	結實
121	77	逃跑
122	77	引火
123	78	逃跑
124	78	引火
125	79	遲鈍
126	79	我行我素
127	80	遲鈍
128	80	我行我素
129	81	磁力
130	81	結實
131	82	磁力
132	82	結實
133	83	銳利目光
134	83	精神力
135	84	逃跑
136	84	早起
137	85	逃跑
138	85	早起
139	86	厚脂肪
140	86	濕潤之軀
141	87	厚脂肪
142	87	濕潤之軀
143	88	惡臭
144	88	黏著
145	89	惡臭
146	89	黏著
147	90	硬殼盔甲
148	90	連續攻擊
149	91	硬殼盔甲
150	91	連續攻擊
151	92	飄浮
152	93	飄浮
153	94	詛咒之軀
154	95	堅硬腦袋
155	95	結實
156	96	不眠
157	96	預知夢
158	97	不眠
159	97	預知夢
160	98	怪力鉗
161	98	預知夢
162	99	怪力鉗
163	99	預知夢
164	100	隔音
165	100	靜電
166	101	隔音
167	101	靜電
168	102	葉綠素
169	103	葉綠素
170	104	堅硬腦袋
171	104	避雷針
172	105	堅硬腦袋
173	105	避雷針
174	106	柔軟
175	106	捨身
176	107	銳利目光
177	107	鐵拳
178	108	我行我素
179	108	遲鈍
180	109	飄浮
181	109	化學變化氣體
182	110	飄浮
183	110	化學變化氣體
184	111	避雷針
185	111	堅硬腦袋
186	112	避雷針
187	112	堅硬腦袋
188	113	自然回復
189	113	天恩
190	114	葉綠素
191	114	葉子防守
192	115	早起
193	115	膽量
194	116	悠游自如
195	116	狙擊手
196	117	毒刺
197	117	狙擊手
198	118	悠游自如
199	118	水幕
200	119	悠游自如
201	119	水幕
202	120	發光
203	120	自然回復
204	121	發光
205	121	自然回復
206	122	隔音
207	122	過濾
208	123	蟲之預感
209	123	技術高手
210	124	遲鈍
211	124	預知夢
212	125	靜電
213	126	火焰之軀
214	127	怪力鉗
215	127	破格
216	128	威嚇
217	128	憤怒穴位
218	129	悠游自如
219	130	威嚇
220	131	儲水
221	131	硬殼盔甲
222	132	柔軟
223	133	逃跑
224	133	適應力
225	134	儲水
226	135	蓄電
227	136	引火
228	137	複製
229	137	下載
230	138	悠游自如
231	138	硬殼盔甲
232	139	悠游自如
233	139	硬殼盔甲
234	140	悠游自如
235	140	硬殼盔甲
236	141	悠游自如
237	141	硬殼盔甲
238	142	堅硬腦袋
239	142	壓迫感
240	143	免疫
241	143	厚脂肪
242	144	壓迫感
243	145	壓迫感
244	146	壓迫感
245	147	蛻皮
246	148	蛻皮
247	149	精神力
248	150	壓迫感
249	151	同步
